Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
287,Chase Anderson,36,BOS,AL,-0.4,0,2,0.0,4.85,27,1,22,0,0,3,52.0,46,34,28,10,19,1,35,3,0,2,224,86.0,5.59,1.25,8.0,1.7,3.3,6.1,1.84,,andec001
287,Chase Anderson,36,TEX,AL,-0.2,0,0,,9.95,2,0,1,0,0,0,6.1,9,7,7,2,2,0,7,1,0,1,31,40.0,6.48,1.737,12.8,2.8,2.8,9.9,3.5,,andec001
288,Mike Baumann,28,5TM,2LG,-0.6,3,1,0.75,5.55,57,0,15,0,0,0,58.1,59,40,36,9,28,1,58,4,0,6,264,74.0,4.83,1.491,9.1,1.4,4.3,8.9,2.07,,baumm001
288,Mike Baumann,28,3TM,AL,-0.4,3,0,1.0,4.91,45,0,13,0,0,0,44.0,45,28,24,8,21,1,39,3,0,5,200,81.0,5.39,1.5,9.2,1.6,4.3,8.0,1.86,,baumm001
288,Mike Baumann,28,2TM,NL,-0.2,0,1,0.0,7.53,12,0,2,0,0,0,14.1,14,12,12,1,7,0,19,1,0,1,64,59.0,3.1,1.465,8.8,0.6,4.4,11.9,2.71,,baumm001
288,Mike Baumann,28,BAL,AL,0.2,1,0,1.0,3.44,17,0,6,0,0,0,18.1,18,9,7,2,9,0,16,1,0,1,82,115.0,4.48,1.473,8.8,1.0,4.4,7.9,1.78,,baumm001
288,Mike Baumann,28,SEA,AL,-0.4,2,0,1.0,5.51,18,0,5,0,0,0,16.1,13,11,10,4,8,0,16,1,0,3,72,69.0,6.04,1.286,7.2,2.2,4.4,8.8,2.0,,baumm001
288,Mike Baumann,28,SFG,NL,-0.1,0,0,,27.0,1,0,0,0,0,0,0.2,3,2,2,0,0,0,1,0,0,0,5,23.0,0.17,4.5,40.5,0.0,0.0,13.5,,,baumm001
288,Mike Baumann,28,LAA,AL,-0.2,0,0,,6.75,10,0,2,0,0,0,9.1,14,8,7,2,4,1,7,1,0,1,46,64.0,6.06,1.929,13.5,1.9,3.9,6.8,1.75,,baumm001
288,Mike Baumann,28,MIA,NL,-0.2,0,1,0.0,6.59,11,0,2,0,0,0,13.2,11,10,10,1,7,0,18,1,0,1,59,66.0,3.24,1.317,7.2,0.7,4.6,11.9,2.57,,baumm001
289,Mark Leiter Jr.,33,2TM,2LG,-0.4,4,5,0.444,4.5,60,0,7,0,0,0,58.0,55,34,29,8,22,1,86,3,0,5,256,90.0,3.29,1.328,8.5,1.2,3.4,13.3,3.91,,leitm002
289,Mark Leiter Jr.,33,CHC,NL,-0.3,2,4,0.333,4.21,39,0,3,0,0,0,36.1,27,20,17,2,13,0,53,1,0,2,152,95.0,2.12,1.101,6.7,0.5,3.2,13.1,4.08,,leitm002
289,Mark Leiter Jr.,33,NYY,AL,-0.1,2,1,0.667,4.98,21,0,4,0,0,0,21.2,28,14,12,6,9,1,33,2,0,3,104,82.0,5.24,1.708,11.6,2.5,3.7,13.7,3.67,,leitm002
290,David Bednar,29,PIT,NL,-0.9,3,8,0.273,5.77,62,0,45,0,0,23,57.2,54,40,37,9,28,3,58,3,0,2,262,72.0,4.8,1.422,8.4,1.4,4.4,9.1,2.07,,bednd001
291,Nick Sandlin,27,CLE,AL,-0.1,8,0,1.0,3.75,68,1,7,0,0,1,57.2,46,29,24,12,27,2,68,6,0,1,246,108.0,5.23,1.266,7.2,1.9,4.2,10.6,2.52,,sandn001
292,Nick Mears,27,2TM,NL,-0.4,1,5,0.167,5.93,54,0,12,0,0,0,57.2,61,40,38,7,24,1,75,0,0,3,256,78.0,3.39,1.474,9.5,1.1,3.7,11.7,3.13,,mearn001
292,Nick Mears,27,COL,NL,-0.1,1,4,0.2,5.56,41,0,11,0,0,0,45.1,47,30,28,2,21,1,57,0,0,3,203,85.0,2.61,1.5,9.3,0.4,4.2,11.3,2.71,,mearn001
292,Nick Mears,27,MIL,NL,-0.3,0,1,0.0,7.3,13,0,1,0,0,0,12.1,14,10,10,5,3,0,18,0,0,0,53,58.0,6.25,1.378,10.2,3.6,2.2,13.1,6.0,,mearn001
293,Alex Faedo,28,DET,AL,0.6,5,3,0.625,3.61,37,6,7,0,0,0,57.1,49,24,23,9,28,0,55,3,0,4,246,115.0,4.91,1.343,7.7,1.4,4.4,8.6,1.96,,faeda001
294,Reed Garrett,31,NYM,NL,0.2,8,5,0.615,3.77,53,0,13,0,0,4,57.1,50,28,24,6,30,1,83,2,0,3,247,105.0,3.31,1.395,7.8,0.9,4.7,13.0,2.77,,garrr001
295,Max Meyer,25,MIA,NL,0.1,3,5,0.375,5.68,11,11,0,0,0,0,57.0,62,38,36,14,19,0,46,3,0,0,248,75.0,5.9,1.421,9.8,2.2,3.0,7.3,2.42,,meyem001
296,Zack Kelly,29,BOS,AL,0.6,6,3,0.667,3.97,49,3,8,0,0,0,56.2,44,31,25,10,27,3,61,2,1,2,241,105.0,4.84,1.253,7.0,1.6,4.3,9.7,2.26,,kellz001
297,James McArthur,27,KCR,AL,-0.5,5,7,0.417,4.92,57,0,38,0,0,18,56.2,68,36,31,8,14,2,49,3,0,1,247,84.0,4.17,1.447,10.8,1.3,2.2,7.8,3.5,,mcarj001
298,T.J. McFarland*,35,OAK,AL,0.6,2,4,0.333,3.81,79,0,12,0,0,0,56.2,53,28,24,4,17,5,39,4,0,0,235,104.0,3.82,1.235,8.4,0.6,2.7,6.2,2.29,,mcfat001
299,Ryan Pressly,35,HOU,AL,0.3,2,3,0.4,3.49,59,0,8,0,0,4,56.2,58,25,22,4,18,0,58,2,0,7,244,116.0,3.1,1.341,9.2,0.6,2.9,9.2,3.22,,presr001
300,Jacob Webb,30,BAL,AL,0.9,2,5,0.286,3.02,60,0,8,0,0,2,56.2,40,23,19,4,27,1,58,1,0,0,237,129.0,3.52,1.182,6.4,0.6,4.3,9.2,2.15,,webbj002
301,Alexis Díaz,27,CIN,NL,0.5,2,5,0.286,3.99,60,0,50,0,0,28,56.1,42,31,25,6,31,1,55,6,1,1,242,111.0,4.57,1.296,6.7,1.0,5.0,8.8,1.77,,diaza004
302,Pierce Johnson,33,ATL,NL,0.7,6,6,0.5,3.67,58,0,12,0,0,2,56.1,48,25,23,6,25,1,67,2,0,2,236,113.0,3.61,1.296,7.7,1.0,4.0,10.7,2.68,,johnp001
303,Andrew Chafin*,34,2TM,AL,0.5,4,3,0.571,3.51,62,0,13,0,0,1,56.1,52,26,22,5,31,4,70,1,0,7,246,116.0,3.54,1.473,8.3,0.8,5.0,11.2,2.26,,chafa001
303,Andrew Chafin*,34,DET,AL,0.5,3,2,0.6,3.16,41,0,11,0,0,1,37.0,35,16,13,2,16,2,50,1,0,3,162,132.0,2.54,1.378,8.5,0.5,3.9,12.2,3.13,,chafa001
303,Andrew Chafin*,34,TEX,AL,0.0,1,1,0.5,4.19,21,0,2,0,0,0,19.1,17,10,9,3,15,2,20,0,0,4,84,92.0,5.44,1.655,7.9,1.4,7.0,9.3,1.33,,chafa001
304,Burch Smith,34,2TM,2LG,-0.1,4,1,0.8,4.95,50,0,13,0,0,0,56.1,64,34,31,6,12,0,46,2,1,3,241,83.0,3.66,1.349,10.2,1.0,1.9,7.3,3.83,,smitb005
304,Burch Smith,34,MIA,NL,0.4,2,0,1.0,4.25,25,0,8,0,0,0,29.2,39,15,14,1,9,0,23,1,1,3,135,102.0,3.06,1.618,11.8,0.3,2.7,7.0,2.56,,smitb005
304,Burch Smith,34,BAL,AL,-0.4,2,1,0.667,5.74,25,0,5,0,0,0,26.2,25,19,17,5,3,0,23,1,0,0,106,68.0,4.33,1.05,8.4,1.7,1.0,7.8,7.67,,smitb005
305,Bobby Miller,25,LAD,NL,-1.9,2,4,0.333,8.52,13,13,0,0,0,0,56.0,69,53,53,17,30,0,52,2,0,7,258,47.0,6.97,1.768,11.1,2.7,4.8,8.4,1.73,,millb005
306,Adam Ottavino,38,NYM,NL,0.0,2,2,0.5,4.34,60,0,9,0,0,1,56.0,49,29,27,6,23,1,70,7,0,5,245,91.0,3.67,1.286,7.9,1.0,3.7,11.3,3.04,,ottaa001
307,Shelby Miller,33,DET,AL,0.0,6,8,0.429,4.53,51,0,18,0,0,2,55.2,41,31,28,9,13,0,49,5,0,1,225,92.0,4.48,0.97,6.6,1.5,2.1,7.9,3.77,,mills001
308,Ben Brown,24,CHC,NL,0.9,1,3,0.25,3.58,15,8,0,0,0,0,55.1,41,22,22,5,19,0,64,1,0,2,222,112.0,3.11,1.084,6.7,0.8,3.1,10.4,3.37,,browb006
309,Aaron Bummer*,30,ATL,NL,0.6,4,3,0.571,3.58,56,0,13,0,0,0,55.1,61,24,22,2,18,2,69,2,0,2,244,116.0,2.23,1.428,9.9,0.3,2.9,11.2,3.83,,bumma001
310,Justin Slaten,26,BOS,AL,0.9,6,2,0.75,2.93,44,0,8,0,0,2,55.1,47,21,18,4,9,0,58,2,0,4,224,142.0,2.61,1.012,7.6,0.7,1.5,9.4,6.44,,slatj002
311,Keaton Winn,26,SFG,NL,-1.1,3,8,0.273,7.16,12,12,0,0,0,0,55.1,56,44,44,9,20,0,48,4,0,1,238,55.0,4.85,1.373,9.1,1.5,3.3,7.8,2.4,,winnk001
312,John Brebbia,34,2TM,2LG,-0.5,0,6,0.0,5.86,59,0,22,0,0,2,55.1,56,36,36,11,19,0,67,3,0,1,242,71.0,4.52,1.355,9.1,1.8,3.1,10.9,3.53,,brebj001
312,John Brebbia,34,CHW,AL,-0.6,0,6,0.0,6.29,54,0,20,0,0,2,48.2,52,34,34,9,17,0,58,3,0,1,216,66.0,4.42,1.418,9.6,1.7,3.1,10.7,3.41,,brebj001
312,John Brebbia,34,ATL,NL,0.1,0,0,,2.7,5,0,2,0,0,0,6.2,4,2,2,2,2,0,9,0,0,0,26,162.0,5.27,0.9,5.4,2.7,2.7,12.2,4.5,,brebj001
313,Ryne Stanek,32,2TM,2LG,-0.6,7,3,0.7,4.88,63,0,14,0,0,7,55.1,48,32,30,8,25,2,67,3,0,3,241,78.0,4.14,1.319,7.8,1.3,4.1,10.9,2.68,,stanr002
313,Ryne Stanek,32,SEA,AL,-0.4,6,3,0.667,4.38,46,0,12,0,0,7,39.0,35,21,19,5,17,2,44,2,0,1,172,85.0,4.04,1.333,8.1,1.2,3.9,10.2,2.59,,stanr002
313,Ryne Stanek,32,NYM,NL,-0.2,1,0,1.0,6.06,17,0,2,0,0,0,16.1,13,11,11,3,8,0,23,1,0,2,69,66.0,4.39,1.286,7.2,1.7,4.4,12.7,2.88,,stanr002
314,Scott Barlow,31,CLE,AL,0.2,3,3,0.5,4.25,63,0,15,0,0,2,55.0,44,27,26,6,31,1,68,4,0,2,241,95.0,4.02,1.364,7.2,1.0,5.1,11.1,2.19,,barls001
315,Carlos Estévez,31,2TM,2LG,2.1,4,5,0.444,2.45,54,0,47,0,0,26,55.0,38,18,15,5,12,4,50,1,0,3,212,173.0,3.24,0.909,6.2,0.8,2.0,8.2,4.17,,estec001
315,Carlos Estévez,31,LAA,AL,1.5,1,3,0.25,2.38,34,0,29,0,0,20,34.0,20,10,9,3,5,2,32,0,0,1,124,177.0,2.87,0.735,5.3,0.8,1.3,8.5,6.4,,estec001
315,Carlos Estévez,31,PHI,NL,0.6,3,2,0.6,2.57,20,0,18,0,0,6,21.0,18,8,6,2,7,2,18,1,0,2,88,165.0,3.83,1.19,7.7,0.9,3.0,7.7,2.57,,estec001
316,Kenley Jansen,36,BOS,AL,1.3,4,2,0.667,3.29,54,0,38,0,0,27,54.2,38,20,20,4,20,2,62,1,2,2,218,127.0,3.0,1.061,6.3,0.7,3.3,10.2,3.1,,jansk001
317,Kyle Nicolas,25,PIT,NL,0.2,2,2,0.5,3.95,51,0,20,0,0,0,54.2,51,30,24,4,31,1,55,4,1,7,243,105.0,4.03,1.5,8.4,0.7,5.1,9.1,1.77,,nicok001
318,Evan Phillips,29,LAD,NL,-0.6,5,1,0.833,3.62,61,0,28,0,0,18,54.2,48,30,22,6,17,1,63,1,0,1,228,110.0,3.28,1.189,7.9,1.0,2.8,10.4,3.71,,phile001
319,Jhoan Duran,26,MIN,AL,0.2,6,9,0.4,3.64,58,0,37,0,0,23,54.1,48,30,22,4,15,2,66,6,1,1,228,115.0,2.85,1.16,8.0,0.7,2.5,10.9,4.4,,duraj002
320,Spencer Turnbull,31,PHI,NL,1.3,3,0,1.0,2.65,17,7,4,0,0,0,54.1,37,17,16,6,20,0,58,5,0,2,222,159.0,3.85,1.049,6.1,1.0,3.3,9.6,2.9,,turns003
321,Caleb Ferguson*,27,2TM,AL,-0.5,1,4,0.2,4.64,62,0,19,0,0,1,54.1,56,34,28,6,25,1,67,4,0,3,249,88.0,3.74,1.491,9.3,1.0,4.1,11.1,2.68,,fergc001
321,Caleb Ferguson*,27,NYY,AL,-0.6,1,3,0.25,5.13,42,0,12,0,0,1,33.1,34,24,19,5,16,1,41,2,0,2,155,79.0,4.28,1.5,9.2,1.4,4.3,11.1,2.56,,fergc001
321,Caleb Ferguson*,27,HOU,AL,0.2,0,1,0.0,3.86,20,0,7,0,0,0,21.0,22,10,9,1,9,0,26,2,0,1,94,106.0,2.88,1.476,9.4,0.4,3.9,11.1,2.89,,fergc001
322,Edwin Díaz,30,NYM,NL,0.5,6,4,0.6,3.52,54,0,40,0,0,20,53.2,36,23,21,7,20,0,84,3,0,3,216,112.0,3.02,1.043,6.0,1.2,3.4,14.1,4.2,,diaze006
323,Calvin Faucher,28,MIA,NL,1.1,2,3,0.4,3.19,53,0,18,0,0,6,53.2,49,25,19,0,26,3,63,4,0,5,235,135.0,2.5,1.398,8.2,0.0,4.4,10.6,2.42,,faucc001
324,Cionel Pérez*,28,BAL,AL,-0.2,2,0,1.0,4.53,62,0,9,0,0,2,53.2,47,29,27,0,28,0,46,5,0,6,238,86.0,3.3,1.398,7.9,0.0,4.7,7.7,1.64,,perec004
325,Ángel Zerpa*,24,KCR,AL,0.6,2,0,1.0,3.86,60,0,3,0,0,0,53.2,59,24,23,6,19,2,49,2,0,3,239,107.0,3.97,1.453,9.9,1.0,3.2,8.2,2.58,,zerpa001
326,Bryan Hoeing,27,2TM,NL,1.7,2,3,0.4,2.18,34,2,3,0,0,0,53.2,43,15,13,4,14,1,43,0,0,8,210,195.0,3.32,1.062,7.2,0.7,2.3,7.2,3.07,,hoeib001
326,Bryan Hoeing,27,MIA,NL,0.8,1,2,0.333,2.7,16,2,2,0,0,0,30.0,29,10,9,2,9,0,25,0,0,4,124,160.0,3.27,1.267,8.7,0.6,2.7,7.5,2.78,,hoeib001
326,Bryan Hoeing,27,SDP,NL,0.9,1,1,0.5,1.52,18,0,1,0,0,0,23.2,14,5,4,2,5,1,18,0,0,4,86,274.0,3.38,0.803,5.3,0.8,1.9,6.8,3.6,,hoeib001
327,Justin Anderson,31,CHW,AL,0.5,1,2,0.333,4.39,56,0,14,0,0,1,53.1,48,29,26,5,32,1,57,3,0,1,242,94.0,4.22,1.5,8.1,0.8,5.4,9.6,1.78,,andej005
328,Chad Green,33,TOR,AL,0.7,4,6,0.4,3.21,53,0,34,0,0,17,53.1,41,20,19,8,14,3,46,2,0,1,210,129.0,4.29,1.031,6.9,1.4,2.4,7.8,3.29,,greec003
329,Chad Kuhl,31,CHW,AL,0.2,0,2,0.0,5.06,31,1,7,0,0,1,53.1,56,33,30,5,25,1,54,6,0,6,240,82.0,4.1,1.519,9.5,0.8,4.2,9.1,2.16,,kuhlc001
330,Anthony Bender,29,MIA,NL,0.9,5,2,0.714,4.08,59,0,10,0,0,1,53.0,50,25,24,3,18,1,59,4,0,2,228,105.0,2.92,1.283,8.5,0.5,3.1,10.0,3.28,,benda001
331,Luke Jackson,32,2TM,NL,-0.4,4,3,0.571,5.09,52,0,14,0,0,0,53.0,52,33,30,7,26,0,59,2,0,5,235,79.0,4.24,1.472,8.8,1.2,4.4,10.0,2.27,,jackl001
331,Luke Jackson,32,SFG,NL,-0.3,4,2,0.667,5.4,36,0,7,0,0,0,35.0,35,22,21,5,15,0,33,1,0,3,151,73.0,4.51,1.429,9.0,1.3,3.9,8.5,2.2,,jackl001
331,Luke Jackson,32,ATL,NL,-0.1,0,1,0.0,4.5,16,0,7,0,0,0,18.0,17,11,9,2,11,0,26,1,0,2,84,94.0,3.72,1.556,8.5,1.0,5.5,13.0,2.36,,jackl001
332,Jorge López,31,2TM,NL,0.9,2,3,0.4,2.89,52,0,16,0,0,4,53.0,46,19,17,6,19,1,50,2,0,2,217,139.0,3.94,1.226,7.8,1.0,3.2,8.5,2.63,,lopej004
332,Jorge López,31,NYM,NL,0.3,1,2,0.333,3.76,28,0,8,0,0,2,26.1,25,13,11,3,11,1,19,2,0,2,111,106.0,4.68,1.367,8.5,1.0,3.8,6.5,1.73,,lopej004
332,Jorge López,31,CHC,NL,0.6,1,1,0.5,2.03,24,0,8,0,0,2,26.2,21,6,6,3,8,0,31,0,0,0,106,199.0,3.2,1.088,7.1,1.0,2.7,10.5,3.88,,lopej004
333,Gregory Soto*,29,2TM,2LG,0.2,3,5,0.375,4.42,66,0,18,0,0,2,53.0,56,30,26,4,27,3,65,8,1,4,244,94.0,3.68,1.566,9.5,0.7,4.6,11.0,2.41,,sotog003
333,Gregory Soto*,29,PHI,NL,0.3,2,4,0.333,4.08,43,0,13,0,0,2,35.1,36,19,16,2,20,2,44,6,0,3,165,104.0,3.62,1.585,9.2,0.5,5.1,11.2,2.2,,sotog003
333,Gregory Soto*,29,BAL,AL,-0.1,1,1,0.5,5.09,23,0,5,0,0,0,17.2,20,11,10,2,7,1,21,2,1,1,79,77.0,3.79,1.528,10.2,1.0,3.6,10.7,3.0,,sotog003
334,Seth Martinez,29,HOU,AL,0.4,3,2,0.6,3.59,44,0,14,0,0,1,52.2,49,24,21,7,18,1,36,4,2,0,222,113.0,4.78,1.272,8.4,1.2,3.1,6.2,2.0,,marts003
335,Craig Kimbrel,36,BAL,AL,-1.1,7,5,0.583,5.33,57,0,39,0,0,23,52.1,40,35,31,7,31,1,73,5,1,3,232,73.0,4.18,1.357,6.9,1.2,5.3,12.6,2.35,,kimbc001
336,Randy Rodríguez,24,SFG,NL,-0.2,3,2,0.6,4.3,35,1,8,0,0,0,52.1,47,29,25,4,18,0,53,3,0,4,221,91.0,3.34,1.242,8.1,0.7,3.1,9.1,2.94,,rodrr010
337,José Suarez*,26,LAA,AL,-0.6,1,2,0.333,6.02,22,3,7,0,0,1,52.1,57,38,35,7,27,0,56,4,0,1,240,70.0,4.54,1.605,9.8,1.2,4.6,9.6,2.07,,suarj001
338,John Schreiber,30,KCR,AL,0.5,4,3,0.571,3.66,59,0,5,0,0,2,51.2,48,23,21,1,20,1,46,4,0,1,224,113.0,3.03,1.316,8.4,0.2,3.5,8.0,2.3,,schrj001
339,Huascar Brazobán,34,2TM,NL,0.3,1,3,0.25,3.83,39,0,4,0,0,0,51.2,38,26,22,2,25,0,51,3,0,4,217,109.0,3.32,1.219,6.6,0.3,4.4,8.9,2.04,,brazh001
339,Huascar Brazobán,34,MIA,NL,0.4,1,2,0.333,2.93,20,0,1,0,0,0,30.2,20,14,10,1,11,0,34,2,0,1,125,147.0,2.64,1.011,5.9,0.3,3.2,10.0,3.09,,brazh001
339,Huascar Brazobán,34,NYM,NL,-0.1,0,1,0.0,5.14,19,0,3,0,0,0,21.0,18,12,12,1,14,0,17,1,0,3,92,78.0,4.31,1.524,7.7,0.4,6.0,7.3,1.21,,brazh001
340,Tyler Ferguson,30,OAK,AL,0.7,4,2,0.667,3.68,48,0,15,0,0,2,51.1,32,23,21,4,24,2,62,2,1,1,207,108.0,3.28,1.091,5.6,0.7,4.2,10.9,2.58,,fergt001
341,Colin Holderman,28,PIT,NL,0.7,3,6,0.333,3.16,55,0,5,0,0,0,51.1,42,23,18,6,25,0,56,5,0,2,223,132.0,4.26,1.305,7.4,1.1,4.4,9.8,2.24,,holdc001
342,Elvis Peguero,27,MIL,NL,0.4,7,4,0.636,2.98,52,0,8,0,0,2,51.1,52,22,17,4,27,3,47,2,1,6,227,140.0,4.04,1.539,9.1,0.7,4.7,8.2,1.74,,pegue001
343,Brennan Bernardino*,32,BOS,AL,0.5,4,3,0.571,4.06,57,3,4,0,0,0,51.0,50,25,23,6,22,6,56,6,0,7,226,103.0,4.15,1.412,8.8,1.1,3.9,9.9,2.55,,bernb001
344,Michael Grove,27,LAD,NL,-0.6,4,4,0.5,5.12,39,2,7,0,0,0,51.0,46,31,29,6,16,0,54,6,0,2,216,78.0,3.87,1.216,8.1,1.1,2.8,9.5,3.38,,grovm001
345,Tanner Rainey,31,WSN,NL,0.1,0,0,,4.76,50,0,30,0,0,0,51.0,47,28,27,8,29,1,44,4,0,5,231,86.0,5.42,1.49,8.3,1.4,5.1,7.8,1.52,,raint003
346,José Ruiz,29,PHI,NL,0.5,5,1,0.833,3.71,52,0,16,0,0,1,51.0,51,23,21,8,17,1,52,1,0,0,217,114.0,4.22,1.333,9.0,1.4,3.0,9.2,3.06,,ruizj001
347,Carmen Mlodzinski,25,PIT,NL,0.8,5,5,0.5,3.38,40,4,5,0,0,0,50.2,41,22,19,3,19,1,46,2,0,1,209,124.0,3.36,1.184,7.3,0.5,3.4,8.2,2.42,,mlodc001
348,Hunter Harvey,29,2TM,2LG,-0.1,2,4,0.333,4.44,49,0,3,0,0,1,50.2,51,28,25,5,16,2,55,5,0,2,219,93.0,3.52,1.322,9.1,0.9,2.8,9.8,3.44,,harvh001
348,Hunter Harvey,29,WSN,NL,0.1,2,4,0.333,4.2,43,0,2,0,0,0,45.0,43,24,21,4,12,1,50,4,0,2,190,97.0,3.17,1.222,8.6,0.8,2.4,10.0,4.17,,harvh001
348,Hunter Harvey,29,KCR,AL,-0.2,0,0,,6.35,6,0,1,0,0,1,5.2,8,4,4,1,4,1,5,1,0,0,29,69.0,6.34,2.118,12.7,1.6,6.4,7.9,1.25,,harvh001
349,Landen Roupp,25,SFG,NL,0.6,1,2,0.333,3.58,23,4,3,0,0,0,50.1,43,21,20,2,26,0,47,1,2,3,217,110.0,3.42,1.371,7.7,0.4,4.6,8.4,1.81,,roupl001
350,Davis Martin,27,CHW,AL,0.9,0,5,0.0,4.32,11,10,0,0,0,0,50.0,50,25,24,5,23,0,47,5,0,2,220,96.0,4.27,1.46,9.0,0.9,4.1,8.5,2.04,,martd006
351,Eduardo Rodríguez*,31,ARI,NL,0.2,3,4,0.429,5.04,10,10,0,0,0,0,50.0,56,29,28,8,19,1,47,1,0,0,224,84.0,4.57,1.5,10.1,1.4,3.4,8.5,2.47,,rodre004
352,Anthony Banda*,30,LAD,NL,0.5,3,2,0.6,3.08,48,2,9,0,0,2,49.2,44,19,17,5,18,6,50,2,0,1,209,130.0,3.67,1.248,8.0,0.9,3.3,9.1,2.78,,banda001
353,Bryce Elder,25,ATL,NL,-0.7,2,5,0.286,6.52,10,10,0,0,0,0,49.2,64,37,36,8,17,0,46,2,0,3,226,64.0,4.56,1.631,11.6,1.4,3.1,8.3,2.71,,eldeb001
354,Andrew Nardi*,25,MIA,NL,0.2,3,2,0.6,5.07,59,0,4,0,0,0,49.2,44,29,28,7,18,1,70,1,0,1,210,85.0,3.33,1.248,8.0,1.3,3.3,12.7,3.89,,narda001
355,Louis Varland,26,MIN,AL,-1.4,0,6,0.0,7.61,16,7,1,0,0,0,49.2,68,44,42,12,16,1,49,4,0,0,238,55.0,5.54,1.691,12.3,2.2,2.9,8.9,3.06,,varll001
356,Quinn Priester,23,2TM,2LG,-0.1,3,6,0.333,4.71,11,7,1,0,0,0,49.2,56,30,26,7,14,0,33,3,0,1,221,89.0,4.7,1.409,10.1,1.3,2.5,6.0,2.36,,prieq001
356,Quinn Priester,23,PIT,NL,-0.3,2,6,0.25,5.04,10,6,1,0,0,0,44.2,52,29,25,7,13,0,31,2,0,1,201,83.0,4.82,1.455,10.5,1.4,2.6,6.2,2.38,,prieq001
356,Quinn Priester,23,BOS,AL,0.2,1,0,1.0,1.8,1,1,0,0,0,0,5.0,4,1,1,0,1,0,2,1,0,0,20,247.0,3.57,1.0,7.2,0.0,1.8,3.6,2.0,,prieq001
357,Kyle Muller*,26,OAK,AL,0.4,0,1,0.0,4.01,21,0,9,0,0,0,49.1,48,25,22,6,10,3,36,1,0,1,202,99.0,3.96,1.176,8.8,1.1,1.8,6.6,3.6,,mullk001
358,Lucas Sims,30,2TM,2LG,0.5,1,6,0.143,4.38,58,0,6,0,0,1,49.1,41,24,24,8,30,0,49,2,0,2,215,100.0,5.23,1.439,7.5,1.5,5.5,8.9,1.63,,simsl001
358,Lucas Sims,30,CIN,NL,0.8,1,4,0.2,3.57,43,0,5,0,0,1,35.1,30,14,14,6,20,0,40,1,0,1,154,124.0,4.89,1.415,7.6,1.5,5.1,10.2,2.0,,simsl001
358,Lucas Sims,30,BOS,AL,-0.3,0,2,0.0,6.43,15,0,1,0,0,0,14.0,11,10,10,2,10,0,9,1,0,1,61,66.0,6.09,1.5,7.1,1.3,6.4,5.8,0.9,,simsl001
359,Spencer Bivens,30,SFG,NL,0.6,3,1,0.75,3.14,27,2,8,0,0,1,48.2,47,20,17,9,11,1,37,1,0,0,202,125.0,4.79,1.192,8.7,1.7,2.0,6.8,3.36,,bives001
360,Kyle Leahy,27,STL,NL,0.2,1,1,0.5,4.07,33,0,14,0,0,1,48.2,40,23,22,4,10,0,33,1,0,3,191,101.0,3.56,1.027,7.4,0.7,1.8,6.1,3.3,,leahk001
361,Matt Moore*,35,LAA,AL,-0.5,5,3,0.625,5.03,51,0,12,0,0,1,48.1,39,31,27,11,26,2,41,2,0,1,210,84.0,6.17,1.345,7.3,2.0,4.8,7.6,1.58,,moorm003
362,Zach Pop,27,TOR,AL,-1.4,2,4,0.333,5.59,58,0,12,0,0,1,48.1,45,36,30,9,19,4,33,2,1,1,209,74.0,5.52,1.324,8.4,1.7,3.5,6.1,1.74,,pop-z001
363,Joe Boyle,24,OAK,AL,-0.5,3,6,0.333,6.42,13,10,0,0,0,0,47.2,42,35,34,4,40,0,56,4,1,7,226,62.0,4.68,1.72,7.9,0.8,7.6,10.6,1.4,,boylj001
364,Christian Scott,25,NYM,NL,0.3,0,3,0.0,4.56,9,9,0,0,0,0,47.1,45,24,24,8,12,0,39,2,0,0,197,87.0,4.6,1.204,8.6,1.5,2.3,7.4,3.25,,scotc001
365,Caleb Thielbar*,37,MIN,AL,-0.6,2,4,0.333,5.32,59,0,18,0,0,3,47.1,50,33,28,6,24,2,53,0,0,2,216,79.0,4.1,1.563,9.5,1.1,4.6,10.1,2.21,,thiec001
366,Stephen Kolek,27,SDP,NL,-0.2,3,0,1.0,5.21,42,0,12,0,0,0,46.2,59,30,27,4,12,0,39,3,0,2,211,79.0,3.57,1.521,11.4,0.8,2.3,7.5,3.25,,koles001
367,Blake Treinen,36,LAD,NL,1.4,7,3,0.7,1.93,50,0,6,0,0,1,46.2,33,11,10,5,11,0,56,2,0,1,184,208.0,2.99,0.943,6.4,1.0,2.1,10.8,5.09,,treib001
368,Justin Wilson*,36,CIN,NL,-0.2,1,5,0.167,5.59,60,0,15,0,0,2,46.2,55,30,29,10,13,1,51,2,0,3,209,79.0,4.73,1.457,10.6,1.9,2.5,9.8,3.92,,wilsj004
369,Trevor Megill,30,MIL,NL,1.3,1,3,0.25,2.72,48,0,26,0,0,21,46.1,33,16,14,4,14,4,50,1,0,4,183,153.0,3.1,1.014,6.4,0.8,2.7,9.7,3.57,,megit001
